"CountryCode","V1","V2"
"DZA",0.0186632160509662,-0.000262319100577461
"AZE",0.183165070738699,-0.000386913150575552
"BIH",0.621027222950652,0.000146446921051118
"BFA",0.0383654674971353,-0.000238588327272247
"CMR",0.080049642725094,0.000137380012627331
"CAF",0.0376306312195454,-0.000124087158248001
"TCD",0.093901487971944,0.000153261762607979
"CHL",0.229784357848547,-0.000145360501082674
"COG",0.0628865785841575,7.37976921021591e-05
"CIV",-0.0243008992878377,9.68844187801199e-05
"HRV",0.263328956278643,0.000213956132367092
"SWZ",0.101480154582072,-0.000125651420093101
"FJI",0.0537317910078099,-6.15558627528983e-05
"GHA",0.161688070434059,0.000122165935978056
"GTM",0.0612344198919261,-0.00016346548234351
"GUY",0.243544748561325,-1.11450882652093e-05
"ISL",0.469527559034403,9.27974621657099e-06
"IDN",0.0926390779923125,6.40229055320601e-05
"IRQ",0.0585355495636762,4.51503800175908e-05
"ISR",0.613893477531475,0.000184760198112982
"KAZ",0.119832521155735,-0.000272557254067122
"LSO",-0.078367979252498,-0.000101603155786673
"MRT",0.0480466872220707,-0.000201588456326444
"MUS",0.215966925898418,1.49180011502034e-05
"MNG",0.191857996100291,-4.9641283269903e-05
"PAK",0.0547138537367277,-5.01333431231494e-05
"PHL",0.0429630318872233,-4.0409532036183e-05
"RWA",0.0395228998692976,9.14163409606474e-05
"SRB",-0.0932312499455653,3.04072307477587e-06
"SLE",-0.0110531217912087,-0.000746310542892513
"ZAF",0.283914688159438,5.12189226500762e-05
"LCA",0.671521741628736,0.000147846950498322
"TZA",0.0453312514994591,-5.25614853526725e-05
"TON",0.0447969996187108,-5.99840059034787e-05
"TUN",0.126144197002381,-0.000150322111091864
"TUR",0.317976410122091,4.45400448897103e-06
"TKM",0.158618303550184,-2.96651756640255e-07
"GBR",0.470068344904691,-8.12429511002265e-05
"VUT",0.0280681082628869,5.31270078084952e-09
"TLS",-0.00747659010909139,-0.000277689073931767
